row_no	action	file	old_id	new_id	source_text	translation	note
1831	relocated_unique	tbl1.pak	0x0147A98D	0x0147AA39	P Red Dragon Gauntlets	P红色龙臂甲	utf16
1832	relocated_unique	tbl1.pak	0x0147F3CB	0x0147F477	CC Energy Gauntlets	CC气功臂甲	utf16
1833	relocated_unique	tbl1.pak	0x01480453	0x014804FF	E Red Dragon Gauntlets	E红色龙臂甲	utf16
1834	relocated_unique	tbl1.pak	0x01482511	0x014825BD	E Lightning Gauntlets	E闪电臂甲	utf16
1835	commented_ambiguous	tbl1.pak	0x014826D9		Metal Gauntlets EX	金属臂甲EX	hits=13
1836	relocated_unique	tbl1.pak	0x01482A3B	0x01482AE7	E Cricket Gauntlets	E蟋蟀臂甲	utf16
1837	relocated_unique	tbl1.pak	0x01482D6B	0x01482E17	E Chaos Gauntlets	E混沌臂甲	utf16
1838	commented_ambiguous	tbl1.pak	0x01482DD7		Namekian Gauntlets EX	那美克星人臂甲EX	hits=8
1839	relocated_unique	tbl1.pak	0x01484739	0x014847E5	Limited Injection Staff	限定注射杖	utf16
1840	relocated_unique	tbl1.pak	0x01484D99	0x01484E45	Palm Staff	棕榈杖	utf16
1841	relocated_unique	tbl1.pak	0x01484E0D	0x01484EB9	Dragon Soul Staff	龙灵魂杖	utf16
1842	relocated_unique	tbl1.pak	0x01484FA5	0x01485051	Old Dragon Staff	老旧龙杖	utf16
1843	relocated_unique	tbl1.pak	0x014850B5	0x01485161	Magic Power Staff	魔法力量杖	utf16
1844	relocated_unique	tbl1.pak	0x014852E1	0x0148538D	Evil Dragon Staff	邪恶龙杖	utf16
1845	relocated_unique	tbl1.pak	0x0148540B	0x014854B7	Iron Staff	铁杖	utf16
1848	relocated_unique	tbl1.pak	0x01486079	0x01486125	Invincible Damage Claws	无敌伤害爪	utf16
1849	relocated_unique	tbl1.pak	0x01486403	0x014864AF	Magic Dragon Claws	魔法龙爪	utf16
1850	relocated_unique	tbl1.pak	0x014873A7	0x01487453	Magic Power Axe	魔法力量斧	utf16
1851	relocated_unique	tbl1.pak	0x01487441	0x014874ED	CC New Metal Axe	CC新金属斧	utf16
1856	relocated_unique	tbl1.pak	0x01487F4B	0x01487FF7	Dragon Roar Scroll	龙咆哮卷轴	utf16
1857	relocated_unique	tbl1.pak	0x014883C7	0x01488473	Crystal Gem Scroll	水晶宝石卷轴	utf16
1858	commented_ambiguous	tbl1.pak	0x0148848B		Dark Scroll	黑暗卷轴	hits=2
1859	commented_ambiguous	tbl1.pak	0x01488BC5		Dark Crystal Gem	黑暗水晶宝石	hits=4
1860	relocated_unique	tbl1.pak	0x014891FB	0x014892A7	Dragon Magic Gem	龙魔法宝石	utf16
1861	commented_ambiguous	tbl1.pak	0x01489841		Awakening Stick	觉醒棍	hits=15
1862	relocated_unique	tbl1.pak	0x01489C41	0x01489CED	Phoenix Magic Stick	凤凰魔法棍	utf16
1865	commented_ambiguous	tbl1.pak	0x0148A6BD		Warrior Sword	那美克战士剑	hits=2
1868	relocated_unique	tbl1.pak	0x0148AE19	0x0148AEC5	King Lightning Sword	王闪电剑	utf16
1871	relocated_unique	tbl1.pak	0x0148B047	0x0148B0F3	Magic Soul Sword	魔法灵魂剑	utf16
1872	relocated_unique	tbl1.pak	0x0148B2B5	0x0148B361	Red Star Sword	红色星剑	utf16
1873	relocated_unique	tbl1.pak	0x0148B3A7	0x0148B453	Green Jade Wand EX	绿色翡翠短杖EX	utf16
1874	relocated_unique	tbl1.pak	0x0148B61B	0x0148B6C7	Long Life Wand	长生命短杖	utf16
1875	relocated_unique	tbl1.pak	0x0148B741	0x0148B7ED	Space Turtle Wand	空间龟短杖	utf16
1876	relocated_unique	tbl1.pak	0x0148BA35	0x0148BAE1	Lightning Wand	闪电短杖	utf16
1877	relocated_unique	tbl1.pak	0x0148BAAD	0x0148BB59	King of Magic Wand	魔法短杖的王	utf16
1878	relocated_unique	tbl1.pak	0x0148BC31	0x0148BCDD	Sound Wand	声音短杖	utf16
1879	relocated_unique	tbl1.pak	0x0148BED5	0x0148BF81	Magic Soul Wand	魔法灵魂短杖	utf16
1880	relocated_unique	tbl1.pak	0x0148C117	0x0148C1C3	Z Awakening Wand	Z觉醒短杖	utf16
1881	relocated_unique	tbl1.pak	0x0148C1C7	0x0148C273	Magic Meteor Wand	魔法流星短杖	utf16
1882	relocated_unique	tbl1.pak	0x0148CB6D	0x0148CC19	Purple Wind Fan	紫色风扇	utf16
1883	relocated_unique	tbl1.pak	0x0148CE8F	0x0148CF3B	Dragon Scales Fan	龙鳞片扇	utf16
1884	relocated_unique	tbl1.pak	0x0148CF43	0x0148CFEF	Gale Fan	疾风扇	utf16
1885	relocated_unique	tbl1.pak	0x0148D0AF	0x0148D15B	Red Flame Fan	红色火焰扇	utf16
1886	relocated_unique	tbl1.pak	0x0148E7D3	0x0148E87F	Magic Popsicle	魔法冰棒	utf16
1887	relocated_unique	tbl1.pak	0x0148EC43	0x0148ECEF	Super Magic Club	超级魔法棒	utf16
1888	relocated_unique	tbl1.pak	0x0148F047	0x0148F0F3	Sweet Magic Club	甜魔法棒	utf16
1889	relocated_unique	tbl1.pak	0x0148FB97	0x0148FC43	Unlimited Drum	无限鼓	utf16
1890	commented_ambiguous	tbl1.pak	0x0149055D		Thunder Drum	雷霆鼓	hits=4
1891	relocated_unique	tbl1.pak	0x01490821	0x014908CD	Ultra-Pure Mask	极限-纯粹面具	utf16
1892	relocated_unique	tbl1.pak	0x01490C93	0x01490D3F	Super Majin Mask	超级魔人面具	utf16
1893	relocated_unique	tbl1.pak	0x01490D49	0x01490DF5	Super Magic Majin Mask	超级魔法魔人面具	utf16
1894	relocated_unique	tbl1.pak	0x01491429	0x014914D5	Mechanical Star Mask	机械星面具	utf16
1895	relocated_unique	tbl1.pak	0x014966F1	0x0149679D	Original Spiritualist Shirt	Original 气功师 Shirt	utf16
1896	relocated_unique	tbl1.pak	0x014A1321	0x014A13CD	Combat Dragon Clan Equip	战斗龙族装备	utf16
1897	relocated_unique	tbl1.pak	0x014A14E7	0x014A1593	Dragon Clan's general practice clothes. At the\nclothes are everywhere traces of insect bites.	那美克龙族's general practice clothes. At the\nclothes are everywhere traces of insect bites.	utf16
1898	relocated_unique	tbl1.pak	0x014A5BD7	0x014A5C83	Legendary Suit (Top)	传说套装(上衣)	utf16
1899	relocated_unique	tbl1.pak	0x014A5CA3	0x014A5D4F	Legendary Suit (Pants)	传说套装(裤子)	utf16
1900	relocated_unique	tbl1.pak	0x014A5D73	0x014A5E1F	Legendary Suit (Shoes)	传说套装(鞋子)	utf16
1901	relocated_unique	tbl1.pak	0x014B0801	0x014B08AD	Warrior Necklace	那美克战士项链	utf16
1902	relocated_unique	tbl1.pak	0x014B0A57	0x014B0B03	Light Necklace	光项链	utf16
1905	relocated_unique	tbl1.pak	0x014B0BCB	0x014B0C77	Combat Necklace	战斗项链	utf16
1908	relocated_unique	tbl1.pak	0x014B0E71	0x014B0F1D	Silver Soul Necklace	银色灵魂项链	utf16
1911	relocated_unique	tbl1.pak	0x014B13B7	0x014B1463	Green Necklace	绿色项链	utf16
1912	relocated_unique	tbl1.pak	0x014B14E5	0x014B1591	Dragon Roar Necklace	龙咆哮项链	utf16
1913	commented_ambiguous	tbl1.pak	0x014B154B		Spirit Necklace	精神项链	hits=2
1914	relocated_unique	tbl1.pak	0x014B1631	0x014B16DD	Blue Sky Necklace	蓝色天空项链	utf16
1915	relocated_unique	tbl1.pak	0x014B175D	0x014B1809	Double Soul Necklace	双灵魂项链	utf16
1916	commented_ambiguous	tbl1.pak	0x014B17DB		New Necklace 9	新项链9	hits=2
1917	commented_ambiguous	tbl1.pak	0x014B181F		New Necklace 10	新项链10	hits=3
1918	relocated_unique	tbl1.pak	0x014B188B	0x014B1937	New Necklace 11	新项链11	utf16
1919	commented_ambiguous	tbl1.pak	0x014B18AF		New Necklace 12	新项链12	hits=2
1920	commented_ambiguous	tbl1.pak	0x014B18F7		New Necklace 13	新项链13	hits=2
1921	commented_ambiguous	tbl1.pak	0x014B193F		New Necklace 14	新项链14	hits=2
1922	commented_ambiguous	tbl1.pak	0x014B1987		New Necklace 15	新项链15	hits=2
1923	commented_ambiguous	tbl1.pak	0x014B19CF		New Necklace 16	新项链16	hits=2
1926	relocated_unique	tbl1.pak	0x014B1C73	0x014B1D1F	Red Rock Necklace	红色岩石项链	utf16
1927	commented_ambiguous	tbl1.pak	0x014B1D73		Warrior Ring	那美克战士戒指	hits=9
1928	relocated_unique	tbl1.pak	0x014B1F89	0x014B2035	Light Ring	光戒指	utf16
1931	relocated_unique	tbl1.pak	0x014B20CB	0x014B2177	Combat Ring	战斗戒指	utf16
1932	commented_ambiguous	tbl1.pak	0x014B2177		Crystal Ring	水晶戒指	hits=3
1933	relocated_unique	tbl1.pak	0x014B2341	0x014B23ED	Silver Soul Ring	银色灵魂戒指	utf16
1934	relocated_unique	tbl1.pak	0x014B23A7	0x014B2453	Meteor Ring	流星戒指	utf16
1943	relocated_unique	tbl1.pak	0x014B2A2B	0x014B2AD7	Awakening Ring	觉醒戒指	utf16
1944	relocated_unique	tbl1.pak	0x014B2AA3	0x014B2B4F	Strong Ring	强力戒指	utf16
1945	commented_ambiguous	tbl1.pak	0x014B2B55		Devil Ring	魔鬼戒指	hits=3
1946	relocated_unique	tbl1.pak	0x014B2BAF	0x014B2C5B	Dark Devil Ring	黑暗魔鬼戒指	utf16
1947	relocated_unique	tbl1.pak	0x014B2C13	0x014B2CBF	Warrior Earring	那美克战士耳环	utf16
1948	relocated_unique	tbl1.pak	0x014B2E59	0x014B2F05	Light Earring	光耳环	utf16
1951	relocated_unique	tbl1.pak	0x014B2FBF	0x014B306B	Combat Earring	战斗耳环	utf16
1954	relocated_unique	tbl1.pak	0x014B3259	0x014B3305	Silver Soul Earring	银色灵魂耳环	utf16
1959	relocated_unique	tbl1.pak	0x014B38A5	0x014B3951	Red Ghost Earring	红色幽灵耳环	utf16
1960	relocated_unique	tbl1.pak	0x014B3AED	0x014B3B99	Red-Purple Earring	红色-紫色耳环	utf16
1961	relocated_unique	tbl1.pak	0x014B3B77	0x014B3C23	Green Ghost Earring	绿色幽灵耳环	utf16
1962	commented_ambiguous	tbl1.pak	0x014B3DC3		New Earring 9	新耳环9	hits=2
1963	commented_ambiguous	tbl1.pak	0x014B3E03		New Earring 10	新耳环10	hits=2
1964	commented_ambiguous	tbl1.pak	0x014B3E47		New Earring 11	新耳环11	hits=2
1965	commented_ambiguous	tbl1.pak	0x014B3E8B		New Earring 12	新耳环12	hits=2
1966	relocated_unique	tbl1.pak	0x014B443D	0x014B44E9	Prototype Scouter Chip	原型探测器芯片	utf16
1979	relocated_unique	tbl1.pak	0x014B4E75	0x014B4F21	Death Axe Transmog	死亡之斧幻化	utf16
1980	relocated_unique	tbl1.pak	0x014B4E9F	0x014B4F4B	Two Handed Sword	双手剑	utf16
1981	relocated_unique	tbl1.pak	0x014B50F9	0x014B51A5	Oozaru Coin	大猿硬币	utf16
1982	relocated_unique	tbl1.pak	0x014B5115	0x014B51C1	Martial Oozaru	武道家大猿	utf16
1983	relocated_unique	tbl1.pak	0x014B5137	0x014B51E3	Spiritualist Oozaru	气功师大猿	utf16
1985	relocated_unique	tbl1.pak	0x014B544B	0x014B54F7	Super Saiyan 4 Outfit	超级赛亚人4套装	utf16
1986	relocated_unique	tbl1.pak	0x014B547B	0x014B5527	Super Saiyan 4 Hair	超级赛亚人4发型	utf16
1987	relocated_unique	tbl1.pak	0x014B54DD	0x014B5589	Halloween Box	万圣节盒	utf16
1988	commented_ambiguous	tbl1.pak	0x014B56AD		Halloween Title	万圣节称号	hits=2
1989	relocated_unique	tbl1.pak	0x014B56D1	0x014B577D	Martial Golden Oozaru	武道家黄金大猿	utf16
1990	relocated_unique	tbl1.pak	0x014B5701	0x014B57AD	Spiritualist Golden Oozaru	气功师黄金大猿	utf16
1991	commented_ambiguous	tbl1.pak	0x014B57FD		Weapon Lv 80 Stone	武器Lv80石	hits=2
1992	commented_ambiguous	tbl1.pak	0x014B5827		White Lv 80 Stone	白色Lv80石	hits=2
1993	relocated_unique	tbl1.pak	0x014B58F5	0x014B59A1	EV Capsule Box Z56	EV胶囊盒Z56	utf16
1994	commented_ambiguous	tbl1.pak	0x014B5DF9		Ruby Dragon Soul	红宝石龙灵魂	hits=3
1995	commented_ambiguous	tbl1.pak	0x014B5E1F		Ice Dragon Soul	冰龙灵魂	hits=3
1996	commented_ambiguous	tbl1.pak	0x014B5E71		Cosmic Dragon Soul	宇宙龙灵魂	hits=2
1997	commented_ambiguous	tbl1.pak	0x014B5E9B		Leaf Dragon Soul	叶龙灵魂	hits=4
1998	relocated_unique	tbl1.pak	0x014B5FCD	0x014B6079	Event Sample	活动样品	utf16
1999	relocated_unique	tbl1.pak	0x014B605F	0x014B610B	BMO Backpack	BMO背包	utf16
2000	relocated_unique	tbl1.pak	0x014B6389	0x014B6435	Battle Z Coin	战斗Z硬币	utf16
2001	relocated_unique	tbl1.pak	0x014B64C3	0x014B656F	Blue Sky Claws	蓝色天空爪	utf16
2002	relocated_unique	tbl1.pak	0x014B6637	0x014B66E3	Dark Claws	黑暗爪	utf16
2003	relocated_unique	tbl1.pak	0x014B67A7	0x014B6853	Phoenix Claws	凤凰爪	utf16
2004	relocated_unique	tbl1.pak	0x014B6947	0x014B69F3	King Claws	王爪	utf16
2005	relocated_unique	tbl1.pak	0x014B69B3	0x014B6A5F	Ginyu Soul Claws	基纽灵魂爪	utf16
2006	relocated_unique	tbl1.pak	0x014B6CD9	0x014B6D85	Blue Sky Axe	蓝色天空斧	utf16
2007	relocated_unique	tbl1.pak	0x014B6E41	0x014B6EED	Dark Axe	黑暗斧	utf16
2008	relocated_unique	tbl1.pak	0x014B6FA1	0x014B704D	Phoenix Axe	凤凰斧	utf16
2009	relocated_unique	tbl1.pak	0x014B7135	0x014B71E1	King Axe	王斧	utf16
2010	relocated_unique	tbl1.pak	0x014B719D	0x014B7249	Ginyu Soul Axe	基纽灵魂斧	utf16
2011	relocated_unique	tbl1.pak	0x014B74CD	0x014B7579	Blue Sky Scroll	蓝色天空卷轴	utf16
2012	relocated_unique	tbl1.pak	0x014B77BF	0x014B786B	Phoenix Scroll	凤凰卷轴	utf16
2013	commented_ambiguous	tbl1.pak	0x014B7965		King Scroll	王卷轴	hits=4
2014	relocated_unique	tbl1.pak	0x014B79D3	0x014B7A7F	Ginyu Soul Scroll	基纽灵魂卷轴	utf16
2015	relocated_unique	tbl1.pak	0x014B7CED	0x014B7D99	Blue Sky Gem	蓝色天空宝石	utf16
2016	commented_ambiguous	tbl1.pak	0x014B7E51		Dark Gem	黑暗宝石	hits=4
2017	relocated_unique	tbl1.pak	0x014B7FA1	0x014B804D	Phoenix Gem	凤凰宝石	utf16
2018	relocated_unique	tbl1.pak	0x014B8135	0x014B81E1	King Gem	王宝石	utf16
2019	relocated_unique	tbl1.pak	0x014B819D	0x014B8249	Ginyu Soul Gem	基纽灵魂宝石	utf16
2020	relocated_unique	tbl1.pak	0x014B850B	0x014B85B7	Blue Sky Stick	蓝色天空棍	utf16
2021	relocated_unique	tbl1.pak	0x014B867F	0x014B872B	Dark Stick	黑暗棍	utf16
2022	relocated_unique	tbl1.pak	0x014B87EF	0x014B889B	Phoenix Stick	凤凰棍	utf16
2023	relocated_unique	tbl1.pak	0x014B898F	0x014B8A3B	King Stick	王棍	utf16
2024	relocated_unique	tbl1.pak	0x014B89FB	0x014B8AA7	Ginyu Soul Stick	基纽灵魂棍	utf16
2025	relocated_unique	tbl1.pak	0x014B8D3D	0x014B8DE9	Blue Sky Sword	蓝色天空剑	utf16
2026	commented_ambiguous	tbl1.pak	0x014B8EB1		Dark Sword	黑暗剑	hits=10
2027	relocated_unique	tbl1.pak	0x014B91C1	0x014B926D	King Sword	王剑	utf16
2028	relocated_unique	tbl1.pak	0x014B922D	0x014B92D9	Ginyu Soul Sword	基纽灵魂剑	utf16
2029	relocated_unique	tbl1.pak	0x014B9569	0x014B9615	Sky Blue Wand	天空蓝色短杖	utf16
2030	relocated_unique	tbl1.pak	0x014B96D7	0x014B9783	Dark Wand	黑暗短杖	utf16
2031	relocated_unique	tbl1.pak	0x014B983F	0x014B98EB	Phoenix Wand	凤凰短杖	utf16
2032	commented_ambiguous	tbl1.pak	0x014B99D9		King Wand	王短杖	hits=3
2033	relocated_unique	tbl1.pak	0x014B9A43	0x014B9AEF	Ginyu Soul Wand	基纽灵魂短杖	utf16
2034	relocated_unique	tbl1.pak	0x014B9D6D	0x014B9E19	Blue Sky Fan	蓝色天空扇	utf16
2035	commented_ambiguous	tbl1.pak	0x014B9ED5		Dark Fan	黑暗扇	hits=5
2036	commented_ambiguous	tbl1.pak	0x014BA1D1		King Fan	王扇	hits=10
2037	relocated_unique	tbl1.pak	0x014BA239	0x014BA2E5	Ginyu Soul Fan	基纽灵魂扇	utf16
2038	relocated_unique	tbl1.pak	0x014BA56D	0x014BA619	Blue Sky Trumpet	蓝色天空号角	utf16
2039	relocated_unique	tbl1.pak	0x014BA879	0x014BA925	Phoenix Trumpet	凤凰号角	utf16
2040	relocated_unique	tbl1.pak	0x014BAA25	0x014BAAD1	King Trumpet	王号角	utf16
2041	relocated_unique	tbl1.pak	0x014BAA95	0x014BAB41	Ginyu Soul Trumpet	基纽灵魂号角	utf16
2042	relocated_unique	tbl1.pak	0x014BADEF	0x014BAE9B	Blue Sky Club	蓝色天空棒	utf16
2043	relocated_unique	tbl1.pak	0x014BAF5D	0x014BB009	Dark Club	黑暗棒	utf16
2044	relocated_unique	tbl1.pak	0x014BB0C5	0x014BB171	Phoenix Club	凤凰棒	utf16
2045	relocated_unique	tbl1.pak	0x014BB25F	0x014BB30B	King Club	王棒	utf16
2046	relocated_unique	tbl1.pak	0x014BB2C9	0x014BB375	Ginyu Soul Club	基纽灵魂棒	utf16
2047	relocated_unique	tbl1.pak	0x014BB5F9	0x014BB6A5	Blue Sky Drum	蓝色天空鼓	utf16
2048	relocated_unique	tbl1.pak	0x014BB767	0x014BB813	Dark Drum	黑暗鼓	utf16
2049	commented_ambiguous	tbl1.pak	0x014BB8CF		Phoenix Drum	凤凰鼓	hits=2
2050	relocated_unique	tbl1.pak	0x014BBA69	0x014BBB15	King Drum	王鼓	utf16
2051	relocated_unique	tbl1.pak	0x014BBAD3	0x014BBB7F	Ginyu Soul Drum	基纽灵魂鼓	utf16
2052	relocated_unique	tbl1.pak	0x014BBE03	0x014BBEAF	Blue Sky Mask	蓝色天空面具	utf16
2053	relocated_unique	tbl1.pak	0x014BBF71	0x014BC01D	Dark Mask	黑暗面具	utf16
2054	relocated_unique	tbl1.pak	0x014BC0D9	0x014BC185	Phoenix Mask	凤凰面具	utf16
2055	commented_ambiguous	tbl1.pak	0x014BC273		King Mask	王面具	hits=2
2056	relocated_unique	tbl1.pak	0x014BC2DD	0x014BC389	Ginyu Soul Mask	基纽灵魂面具	utf16
2057	relocated_unique	tbl1.pak	0x014F5FE7	0x014F6093	Invincible Battle Gauntlets	无敌战斗臂甲	utf16
2058	commented_ambiguous	tbl1.pak	0x014F730D		Steel Power Staff	钢力量杖	hits=3
2059	commented_ambiguous	tbl1.pak	0x014F74E9		True Staff	真杖	hits=3
2060	relocated_unique	tbl1.pak	0x014F75B7	0x014F7663	Invincible Battle Staff	无敌战斗杖	utf16
2061	relocated_unique	tbl1.pak	0x014F773F	0x014F77EB	Intense Fire Staff	浓烈火杖	utf16
2062	relocated_unique	tbl1.pak	0x014F7DD1	0x014F7E7D	Big Surprise Battle Staff	大惊喜战斗杖	utf16
2063	commented_ambiguous	tbl1.pak	0x014F8EB5		Red Claws Axe	红色爪斧	hits=3
2064	commented_ambiguous	tbl1.pak	0x014F9AC5		Eye of Tiamat	提亚马特的眼	hits=3
2065	commented_ambiguous	tbl1.pak	0x014FA0F7		Dragon Stick EX	龙棍EX	hits=3
2066	commented_ambiguous	tbl1.pak	0x014FB739		Energy Damage	气功伤害	hits=6
2067	commented_ambiguous	tbl1.pak	0x014FBD5B		Magic Dragon Trumpet EX	魔法龙号角EX	hits=3
2068	commented_ambiguous	tbl1.pak	0x014FC2B3		Spicy Meat	辛辣肉	hits=5
2069	commented_ambiguous	tbl1.pak	0x014FCD5F		Demon Mask EX	恶魔面具EX	hits=3
2070	commented_ambiguous	tbl1.pak	0x014FCE3F		Iron Mask	铁面具	hits=3
2071	commented_ambiguous	tbl1.pak	0x01506855		Elder Gauntlets EX	长老臂甲EX	hits=11
2072	commented_ambiguous	tbl1.pak	0x01506B13		Lotus Dragon Gauntlets EX	莲花龙臂甲EX	hits=7
2073	relocated_unique	tbl1.pak	0x0150814D	0x015081F9	JHigh properties manufactured staff,\nonly for the glory of Namek Warriors.	JHigh properties manufactured staff,\nonly for the glory of 那美克战士s.	utf16
2074	relocated_unique	tbl1.pak	0x015081E9	0x01508295	Fire-Water Staff	火-水杖	utf16
2075	relocated_unique	tbl1.pak	0x015087F1	0x0150889D	Evil Magic Staff	邪恶魔法杖	utf16
2076	relocated_unique	tbl1.pak	0x01508E89	0x01508F35	Dragon Beat Claws R	龙节拍爪R	utf16
2077	relocated_unique	tbl1.pak	0x01509457	0x01509503	Dragon Fury Axe R	龙狂怒斧R	utf16
2078	relocated_unique	tbl1.pak	0x015094BD	0x01509569	Dragon Cut Axe R	龙切割斧R	utf16
2079	relocated_unique	tbl1.pak	0x01509A4F	0x01509AFB	Dragon Law Scroll R	龙法则卷轴R	utf16
2082	relocated_unique	tbl1.pak	0x0150A179	0x0150A225	Dragon Crystal Gem R	龙水晶宝石R	utf16
2083	commented_ambiguous	tbl1.pak	0x0150A28B		Tiamat Eye R	提亚马特眼R	hits=2
2084	relocated_unique	tbl1.pak	0x0150A797	0x0150A843	Dragon Force Stick R	龙力量棍R	utf16
2085	commented_ambiguous	tbl1.pak	0x0150A8E5		Dragon Fire Stick R	龙火棍R	hits=2
2088	relocated_unique	tbl1.pak	0x0150AF27	0x0150AFD3	Star Stone Sword	星石剑	utf16
2091	relocated_unique	tbl1.pak	0x0150B3BF	0x0150B46B	Dragon King Wand R	龙王短杖R	utf16
2092	commented_ambiguous	tbl1.pak	0x0150B42F		Dragon King Wand	龙王短杖	hits=2
2093	relocated_unique	tbl1.pak	0x0150B5A5	0x0150B651	Magic Law Wand	魔法法则短杖	utf16
2094	commented_ambiguous	tbl1.pak	0x0150B891		Steel Wand	钢短杖	hits=7
2097	relocated_unique	tbl1.pak	0x0150BE19	0x0150BEC5	Steel Fan	钢扇	utf16
2104	commented_ambiguous	tbl1.pak	0x0150CAB3		Spicy Meat R	辛辣肉R	hits=2
2105	relocated_unique	tbl1.pak	0x0150CF13	0x0150CFBF	Sound Drum R	声音鼓R	utf16
2108	relocated_unique	tbl1.pak	0x0150D48B	0x0150D537	Tiamat Mask R	提亚马特面具R	utf16
2111	commented_ambiguous	tbl1.pak	0x0150D5D5		Dragon Mask R	龙面具R	hits=5
2112	relocated_unique	tbl1.pak	0x0150D651	0x0150D6FD	Buu Mask	布欧面具	utf16
2113	converted_wildcard	tbl1.pak	0x0151B1F5	*	CEach Dragon Clan are waiting for this suit, contain mystery powers.	CEach 那美克龙族 are waiting for this suit, contain mystery powers.	hits=9
2114	commented_ambiguous	tbl1.pak	0x0151B2C9		CEach Dragon Clan are waiting for this suit, contain mystery powers.	CEach 那美克龙族 are waiting for this suit, contain mystery powers.	hits=9
2115	commented_ambiguous	tbl1.pak	0x0151B39D		CEach Dragon Clan are waiting for this suit, contain mystery powers.	CEach 那美克龙族 are waiting for this suit, contain mystery powers.	hits=9
2116	commented_ambiguous	tbl1.pak	0x01525239		Special Scouter Chip	特殊探测器芯片	hits=60
2117	commented_ambiguous	tbl1.pak	0x01526CBD		P Red Comet Gauntlets	P红色彗星臂甲	hits=2
2118	commented_ambiguous	tbl1.pak	0x01526FCD		Capsule Machine 70	机器70胶囊	hits=16
2119	commented_ambiguous	tbl1.pak	0x01527CCD		Red Comet Gauntlets	红色彗星臂甲	hits=6
2120	commented_ambiguous	tbl1.pak	0x015284EF		Red Comet Gauntlets EX	红色彗星臂甲EX	hits=2
2121	commented_ambiguous	tbl1.pak	0x015288EB		Capsule Machine 70 EX	机器70EX胶囊	hits=7
2122	commented_ambiguous	tbl1.pak	0x01528DB7		E Red Comet Gauntlets	E红色彗星臂甲	hits=2
2123	relocated_unique	tbl1.pak	0x0152966F	0x0152971B	E Red Comet Gauntlets EX	E红色彗星臂甲EX	utf16
2124	commented_ambiguous	tbl1.pak	0x01529D93		Practitioner Injection Gauntlets	修行者注射臂甲	hits=4
2125	commented_ambiguous	tbl1.pak	0x01529E8F		Namek Soul Gauntlets	那美克灵魂臂甲	hits=4
2126	commented_ambiguous	tbl1.pak	0x01529F17		Steel Beetle Gauntlets	钢甲虫臂甲	hits=4
2127	commented_ambiguous	tbl1.pak	0x0152A46D		Iron Gauntlets EX	铁臂甲EX	hits=11
2128	commented_ambiguous	tbl1.pak	0x0152A68B		Practitioner Injection Gauntlets EX	修行者注射臂甲EX	hits=2
2129	commented_ambiguous	tbl1.pak	0x0152A78D		Namek Soul Gauntlets EX	那美克灵魂臂甲EX	hits=2
2130	commented_ambiguous	tbl1.pak	0x0152A81B		Steel Beetle Gauntlets EX	钢甲虫臂甲EX	hits=2
2131	commented_ambiguous	tbl1.pak	0x0152C0DD		E Practitioner Z Gauntlets	E修行者Z臂甲	hits=2
2132	commented_ambiguous	tbl1.pak	0x0152C1CD		E Namek Spirit Gauntlets	E那美克精神臂甲	hits=2
2133	relocated_unique	tbl1.pak	0x0152C997	0x0152CA43	E Practitioner Z Gauntlets EX	E修行者Z臂甲EX	utf16
2134	relocated_unique	tbl1.pak	0x0152CA8D	0x0152CB39	E Namek Spirit Gauntlets EX	E那美克精神臂甲EX	utf16
2137	relocated_unique	tbl1.pak	0x0152DE1B	0x0152DEC7	Earth Magic Staff	大地魔法杖	utf16
2138	commented_ambiguous	tbl1.pak	0x0152E0E1		Capsule Machine 60	机器60胶囊	hits=2
2139	commented_ambiguous	tbl1.pak	0x0152E113		Capsule Machine 65	机器65胶囊	hits=2
2140	relocated_unique	tbl1.pak	0x0152E37F	0x0152E42B	Capsule Machine 60 EX	机器60EX胶囊	utf16
2141	relocated_unique	tbl1.pak	0x0152E3B7	0x0152E463	Capsule Machine 65 EX	机器65EX胶囊	utf16
2142	commented_ambiguous	tbl1.pak	0x0152EBF7		Namek Axe	那美克斧	hits=11
2143	commented_ambiguous	tbl1.pak	0x0152EF0F		Absolute Soul Axe	绝对灵魂斧	hits=2
2144	commented_ambiguous	tbl1.pak	0x0152FBAB		Diamond Gem	钻石宝石	hits=15
2145	commented_ambiguous	tbl1.pak	0x0152FCC3		Black Crystal Gem	黑色水晶宝石	hits=7
2146	commented_ambiguous	tbl1.pak	0x01530153		God Eye	神眼	hits=8
2147	commented_ambiguous	tbl1.pak	0x015305E9		Devil Stick	魔鬼棍	hits=2
2148	commented_ambiguous	tbl1.pak	0x01531A51		3 Eye Fan	3眼扇	hits=7
2151	relocated_unique	tbl1.pak	0x015341D1	0x0153427D	Chaos Mask	混沌面具	utf16
2152	commented_ambiguous	tbl1.pak	0x01545141		CEach Dragon Clan are waiting for this suit, contain mystery powers.	CEach 那美克龙族 are waiting for this suit, contain mystery powers.	hits=9
2153	commented_ambiguous	tbl1.pak	0x0154520F		CEach Dragon Clan are waiting for this suit, contain mystery powers.	CEach 那美克龙族 are waiting for this suit, contain mystery powers.	hits=9
2154	commented_ambiguous	tbl1.pak	0x015452DD		CEach Dragon Clan are waiting for this suit, contain mystery powers.	CEach 那美克龙族 are waiting for this suit, contain mystery powers.	hits=9
