来源	文件	位置	原文	参考译文	填写中文	长度状态
UI	lang0.pak	DST_POPUP_CONTENT_ITEM_POPOJEWELRYBOX	"[font size = ""9"" color=""269eff""]Popo Jewelry Box Lv11[/font][font size = ""9"" color=""#323232""]To use need Lv 11 box contains the appropriate accessories. When you right-click on the ring, earrings, necklace comes out.[/font]"			
UI	lang0.pak	DST_POPUP_CONTENT_ITEM_POPOPIECE	"[font size = ""9"" color=""269eff""]EV Popo Pieces[/font][font size = ""9"" color=""#323232""]Is an item that can only revive you in place you died. When a character becomes faint, you can choose whether or not to use.[/font]"			
UI	lang0.pak	DST_POPUP_CONTENT_ITEM_SKYSKILL	"[font size = ""9"" color=""269eff""]EV Fly Scroll[/font][font size = ""9"" color=""#323232""]Press the spacebar twice, you can levitate then. The total duration is 3 minutes more information, please refer to Help (H).[/font]"			
UI	lang0.pak	DST_POPUP_CONTENT_ITEM_SPEEDINCREASE	"[font size = ""9"" color=""269eff""]EV movement speed increase item[/font][font size = ""9"" color=""#323232""]It's an item that give you speed. The speed is increased 20% for 10 minutes.[/font]"			
UI	lang0.pak	DST_POPUP_CONTENT_ITEM_TELEPOPOP	"[font size = ""9"" color=""269eff""]EV Tele Popo [/font][font size = ""9"" color=""#323232""]The item that is able to move you to popo stone.[/font]"			
UI	lang0.pak	DST_POPUP_CONTENT_ITEM_VEHICLE	"[font size = ""9"" color=""269eff""]Flying Jet Squirrel [7 Days][/font][font size = ""9"" color=""#323232""] Pressing the ESC button, you can get off. Note that you can use for 7 days.[/font]"			
UI	lang0.pak	DST_POPUP_CONTENT_ITEM_VEHICLEFUEL	"[font size = ""9"" color=""269eff""]EV Liquid Fuel S2 [7 Days][/font][font size = ""9"" color=""#323232""]Capsule fuel S2,developed by Capsule Corp.[/font]"			
UI	lang0.pak	DST_POPUP_CONTENT_ITEM_WEAPONINTENSIFY	"[font size = ""9"" color=""269eff""]12 Weapon Coupon Lv11[2 Days][/font][font size = ""9"" color=""#323232""]Upgrade with coupon only works on non upgraded item and can't fail. The effect can only be used for certain time.[/font]"			
UI	lang0.pak	DST_POPUP_ITEMBOX_LVTWO	"[font size = ""9"" color=""269eff""]Rating Box[/font][font size = ""9"" color=""#323232""]Gift box item.[br]Open the capsule kit (shortcut I), use the mouse to right-click the ratings box.[/font]"			
UI	lang0.pak	DST_PORTAL_ADD_NOTIFY	Teleportation point added.			
UI	lang0.pak	DST_PORTAL_CONFIRM	"[align = ""center""][font size = ""12"" color=""f4d762""]Teleport[/font][br][br][font size = ""10"" color=""269eff""]You'll be Teleported to the selected Area[/font][br][br][font size = ""10"" color=""f36a7c""]Fee: %s Zeni[br]Area: %s[/font][br][br][font size = ""10"" color=""ffffff""]Teleport?[/font]"			
UI	lang0.pak	DST_PORTAL_DISABLE	Location Not Allowed			
UI	lang0.pak	DST_PORTAL_FEARLAND	Fearland			
UI	lang0.pak	DST_PORTAL_ICON_DISABLE	Registered Points			
UI	lang0.pak	DST_PORTAL_ICON_ENABLE	Available Area			
UI	lang0.pak	DST_PORTAL_ICON_NOT_REGIST	Next Location			
UI	lang0.pak	DST_PORTAL_ICON_START	Current			
UI	lang0.pak	DST_PORTAL_MAINWORLD	World			
UI	lang0.pak	DST_PORTAL_START_POINT	Start Point			
UI	lang0.pak	DST_PORTAL_ZENNY	Zeni			
UI	lang0.pak	DST_PRESENT_ITEM_NAME	Name: %s			
UI	lang0.pak	DST_PRESENT_SENDER	Sender: %s			
UI	lang0.pak	DST_PRESENT_TIME	Time: %s			
UI	lang0.pak	DST_PRIVATESHOP_AWAY	 Away			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_BUTTON_CANT_TOOLTIP	You can't Bargain			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_BUTTON_TOOLTIP	You can Bargain			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_CONSENT	"[align = ""center""]Bargain prices[br][br]%s will be bargained for[br][br]Bargain item : %s[br][br]Do you want to haggle?"			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADEBOX_ACCEPT	Accept			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADEBOX_CANCEL	Cancel			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADEBOX_FLUCTUATIONS	Price Adjustment			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADEBOX_NEXTPRICE	Next Price			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADEBOX_PREVPRICE	Prev Price			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADEBOX_TITLE	Tradebox			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_APPLYNOTIFY	"[align = ""center""]Adjusting Prices[br][br]Prices Subject to[br]Change."			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_APPLYPRICE	"[align = ""center""]Apply Price[br][br]Prices Subject to[br]Change."			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_CHAT	Trade Chat			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_FLUCTUATIONS	Price Adjustment			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_IMMEDIATE	Immediately Available			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_ITEMPRICE	Price			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_ITEMTITLE	Item			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_REALLYBUY	"[align = ""center""][font size=""12""color=""f4d762""]Confirm Trade[/font][br][br][font size=""10""color=""ffffff""]Accept Trade?[/font]"			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_TRADE_TITLE	Item price dealing			
UI	lang0.pak	DST_PRIVATESHOP_BUSINESS_WAITREQUEST	"[align = ""center""]Store info queued[br][br]Please wait."			
UI	lang0.pak	DST_PRIVATESHOP_CART_BUY	Buy			
UI	lang0.pak	DST_PRIVATESHOP_CART_PRICE	Total			
UI	lang0.pak	DST_PRIVATESHOP_EMPTY_SLOT	Empty Slot			
UI	lang0.pak	DST_PRIVATESHOP_ITEM_NOT_IDENTIFICATION	Mystery Item			
UI	lang0.pak	DST_PRIVATESHOP_MSG_BUY_PROCESS	Right-Click to Add to Cart			
UI	lang0.pak	DST_PRIVATESHOP_MSG_ITEM_NOT_REG	You can't sell Personal Items			
UI	lang0.pak	DST_PRIVATESHOP_MSG_NOTICE_BUFFEROVER	Store can have maximum of 64 signs			
UI	lang0.pak	DST_PRIVATESHOP_MSG_NOTICE_SLANGDER	"[align = ""center""][font size = ""12"" color=""f4d762""]Shop Name[/font][br][br]font size = ""10"" color=""ffffff""]Click to Input personal Shop Explanation Again. [/font] "			
UI	lang0.pak	DST_PRIVATESHOP_MSG_SALE_CLOSE	"[align = ""center""][font size=""12""color=""f4d762""]Close Personal Store[/font][br][br][font size=""10""color=""ffffff""]Close the shop on sale?[/font]"			
UI	lang0.pak	DST_PRIVATESHOP_MSG_SALE_ITEM	"[align = ""center""]Insert at least one item."			
UI	lang0.pak	DST_PRIVATESHOP_MSG_SALE_OPEN	"[align = ""center""][font size=""12""color=""f4d762""]Personal Store[/font][br][br][font size=""10""color=""ffffff""]Open store?[/font]"			
UI	lang0.pak	DST_PRIVATESHOP_MSG_SHOPNAME_SLANGDER	"[align = ""center""][font size = ""12"" color=""f4d762""]Shop Name[/font][br][br][font size = ""10"" color=""269eff""]Private Shop[/font][br][font size = ""10"" color=""f36a7c""]Shop name[br][br]Contains Prohibited words[/fony][br][br][font size = ""10"" color=""ffffff""]Please Re-Enter.[/font]"			
UI	lang0.pak	DST_PRIVATESHOP_NAMETAG_AWAY	 - Away			
UI	lang0.pak	DST_PRIVATESHOP_NAMETAG_READY	Personal Shop Closed			
UI	lang0.pak	DST_PRIVATESHOP_NOTICE	Ready			
UI	lang0.pak	DST_PRIVATESHOP_NOTICE_FOOT	Signed: %s			
UI	lang0.pak	DST_PRIVATESHOP_SALE_START	Start			
UI	lang0.pak	DST_PRIVATESHOP_SALE_STOP	Close			
UI	lang0.pak	DST_PRIVATESHOP_SHOPNAME	Name			
UI	lang0.pak	DST_PRIVATESHOP_SHOPNAME_EMPTY	's Shop			
UI	lang0.pak	DST_PRIVATESHOP_TAB_BUY_1	Buy			
UI	lang0.pak	DST_PRIVATESHOP_TAB_BUY_2	Info			
UI	lang0.pak	DST_PRIVATESHOP_TAB_SELL_1	Sale			
UI	lang0.pak	DST_PRIVATESHOP_TAB_SELL_2	Info			
UI	lang0.pak	DST_PRIVATESHOP_ZENNY	Zeni			
UI	lang0.pak	DST_PURE_MARGIN_CAN_NOT_USE_SOCIAL	Can't use while transformed.			
UI	lang0.pak	DST_QUESTFLINKFLOWCHART	Quest Link			
UI	lang0.pak	DST_QUESTINDICATOR_ALLEXTEND_OFF	Show all quest information.			
UI	lang0.pak	DST_QUESTINDICATOR_ALLEXTEND_ON	Hide all quest information.			
UI	lang0.pak	DST_QUESTINDICATOR_EXTEND	Hide quest information.			
UI	lang0.pak	DST_QUESTINDICATOR_QUESTLIST_BTN	Turn on OR off the quest list window.			
UI	lang0.pak	DST_QUESTINDICATOR_QUESTLIST_OPEN	Open Questlist			
UI	lang0.pak	DST_QUESTINDICATOR_TIP_QUESTTYPE	[%s Quest]			
UI	lang0.pak	DST_QUESTINDICATOR_TRANSFORM_MINI	Minimize quest window			
UI	lang0.pak	DST_QUESTINDICATOR_TRANSFORM_NORMAL	View quest window			
UI	lang0.pak	DST_QUESTINFOMATION	Quest Info			
UI	lang0.pak	DST_QUESTLIST_INVENTITLE	Quest Items			
UI	lang0.pak	DST_QUESTLIST_NOQUEST	No Quests			
UI	lang0.pak	DST_QUESTLIST_TIP_CLEARD_QUEST	Complete			
UI	lang0.pak	DST_QUESTLIST_TIP_ERROR_BLOCK	Error			
UI	lang0.pak	DST_QUESTLIST_TIP_FAILD_QUEST	Failed			
UI	lang0.pak	DST_QUESTLIST_TIP_NEW_QUEST	New Quest			
UI	lang0.pak	DST_QUESTLIST_TIP_PROGRESS_QUEST	In-progress			
UI	lang0.pak	DST_QUESTLIST_TITLE	Quests			
UI	lang0.pak	DST_QUESTMESSAGE_TEXT_SKIP	Skip			
UI	lang0.pak	DST_QUESTREWARD_CHANGE_ADULT	Grow Up			
UI	lang0.pak	DST_QUESTREWARD_CONVERT_CLASS_RIGHT	Master Class			
UI	lang0.pak	DST_QUESTREWARD_INFO_CLASS	Class Change: %s			
UI	lang0.pak	DST_QUESTREWARD_INFO_EXP	%d EXP			
UI	lang0.pak	DST_QUESTREWARD_INFO_REPUTATION	%d Rep			
UI	lang0.pak	DST_QUESTREWARD_INFO_ZENNY	%s Zeni			
UI	lang0.pak	DST_QUESTREWARD_PROB_REWARD	Reward			
UI	lang0.pak	DST_QUESTREWARD_TEXT_BASIC	Reward			
UI	lang0.pak	DST_QUESTREWARD_TEXT_GET_EXP	Exp:			
UI	lang0.pak	DST_QUESTREWARD_TEXT_GET_ZENNY	Zeni:			
UI	lang0.pak	DST_QUESTREWARD_TEXT_SELECT	Select			
UI	lang0.pak	DST_QUESTREWARD_TEXT_SEL_CNT	Choose			
UI	lang0.pak	DST_QUEST_ACCEPT_BTN	Accept			
UI	lang0.pak	DST_QUEST_CANCEL_BTN	Cancel			
UI	lang0.pak	DST_QUEST_CAT_DRAGONBALL	Dragon Ball			
UI	lang0.pak	DST_QUEST_CAT_ELITE	Elite Quest			
UI	lang0.pak	DST_QUEST_CAT_EVENT	Event Quest			
UI	lang0.pak	DST_QUEST_CAT_JOBCHANGE	Class Change			
UI	lang0.pak	DST_QUEST_CAT_SCENARIO	Scenario Quest			
UI	lang0.pak	DST_QUEST_CAT_SYSTEM	System Quest			
UI	lang0.pak	DST_QUEST_CAT_TASK	General Quest			
UI	lang0.pak	DST_QUEST_CAT_TIMEMACHINE	Time-Machine			
UI	lang0.pak	DST_QUEST_CAT_TLQ	Time Line			
UI	lang0.pak	DST_QUEST_CLEAR	Cleared: %s			
UI	lang0.pak	DST_QUEST_CLOSE_BTN	Close			
UI	lang0.pak	DST_QUEST_COMPLETE	Completed: %s			
UI	lang0.pak	DST_QUEST_FAILED	Failed: %s			
UI	lang0.pak	DST_QUEST_GAVEUP_MESSAGE	Abandoned: %s			
UI	lang0.pak	DST_QUEST_GIVEUP_BTN	Abandon			
UI	lang0.pak	DST_QUEST_GIVEUP_MESSAGE	"[align = ""center""][font size = ""12"" color=""f4d762""]Abandon the Quest[/font][br][br][font size = ""10"" color=""269eff""]Caution[/font][br][br]You can speak to the NPC to receive the Quest again.[br][br][font size = ""10"" color=""f36a7c""]Quests with Special Conditions may be lost.[/font][br][br][font size = ""10"" color=""ffffff""]Are you sure you want to abandon?[/font]"			
UI	lang0.pak	DST_QUEST_GUID_TOGGLE_OFF	Quest Guide Off.			
UI	lang0.pak	DST_QUEST_GUID_TOGGLE_ON	Quest Guide On.			
UI	lang0.pak	DST_QUEST_HIDE_QUEST_CATALOG	Hide			
UI	lang0.pak	DST_QUEST_INDICATOR	Track Quest			
UI	lang0.pak	DST_QUEST_INDICATOR_CANNOT_ADD_INDICATE_ITEM	Quest Log Full			
UI	lang0.pak	DST_QUEST_LIMIT_TIME	Timeout			
UI	lang0.pak	DST_QUEST_LINK_ACTION_ERROR	Try Again			
UI	lang0.pak	DST_QUEST_NEXT_INVENTORY	Next			
UI	lang0.pak	DST_QUEST_PREV_INVENTORY	Previous			
UI	lang0.pak	DST_QUEST_PROGRESS_INFO	Progress			
UI	lang0.pak	DST_QUEST_PROGRESS_WINDOW_TITLE	Quest Info			
UI	lang0.pak	DST_QUEST_PROPOSAL_WINDOW_TITLE	Quest Offers			
UI	lang0.pak	DST_QUEST_RECIEVER	Receiver			
UI	lang0.pak	DST_QUEST_REJECT_BTN	Reject			
UI	lang0.pak	DST_QUEST_REMAIN_TIME	Time Left %02d:%02d			
UI	lang0.pak	DST_QUEST_REWARD_BTN	Reward			
UI	lang0.pak	DST_QUEST_REWARD_WINDOW_TITLE	Reward			
UI	lang0.pak	DST_QUEST_SENDER	Sender			
UI	lang0.pak	DST_QUEST_SHARE	Share			
UI	lang0.pak	DST_QUEST_SHARE_ALREADY_PROGRESS	In-Progress: %s			
UI	lang0.pak	DST_QUEST_SHARE_COND_COMPLETE	%s can't share (Chain)			
UI	lang0.pak	DST_QUEST_SHARE_COND_EQUIP_ITEM	Can't share, %s miss an item			
UI	lang0.pak	DST_QUEST_SHARE_COND_IN_WORLD	%s can't share, wrong area			
UI	lang0.pak	DST_QUEST_SHARE_COND_ITEM	%s Quest: Certain Item			
UI	lang0.pak	DST_QUEST_SHARE_COND_LEVEL	Can't share, %s level too low			
UI	lang0.pak	DST_QUEST_SHARE_COND_NPC_REGION	%s need to be near the NPC			
UI	lang0.pak	DST_QUEST_SHARE_COND_PC_CLASS	Can't share, wrong Class: %s			
UI	lang0.pak	DST_QUEST_SHARE_COND_PC_RACE	Can't share, wrong Race: %s			
UI	lang0.pak	DST_QUEST_SHARE_COND_QITEM	%s Quest Item			
UI	lang0.pak	DST_QUEST_SHARE_HAS_BEEN	Shared: %s			
UI	lang0.pak	DST_QUEST_SHARE_MAX_OVERFLOW	Log Full			
UI	lang0.pak	DST_QUEST_SHARE_OTHER_QUEST_PROGRESS	%s Quest in progress try again			
UI	lang0.pak	DST_QUEST_SHARE_TRY	Shared: %s			
UI	lang0.pak	DST_QUEST_SHOW_QUEST_CATALOG	Show			
UI	lang0.pak	DST_QUEST_SUCCESS_COLLECTION	Collection Completed: %s			
UI	lang0.pak	DST_QUEST_SUCCESS_CUSTOM	Mission Success: %s			
UI	lang0.pak	DST_QUEST_SUCCESS_DELIVERY	Delivery Completed: %s			
UI	lang0.pak	DST_QUEST_SUCCESS_MOBHUNT	Mob Hunt Complete: %s			
UI	lang0.pak	DST_QUEST_SUCCESS_VISIT	Visited: %s			
UI	lang0.pak	DST_QUEST_TEXT_AIM	Target			
UI	lang0.pak	DST_QUEST_TEXT_CONVERSATION	Information			
UI	lang0.pak	DST_QUICKSLOT_IS_LOCK	Bar Locked			
UI	lang0.pak	DST_QUICK_TELEPORT	Teleport			
UI	lang0.pak	DST_QUICK_TELEPORT_ERROR_POS_MOVE	Can't teleport.			
UI	lang0.pak	DST_QUICK_TELEPORT_ERROR_POS_SAVE	Can't teleport.			
UI	lang0.pak	DST_QUICK_TELEPORT_ERROR_SLOT_FAINT	Can't teleport.			
UI	lang0.pak	DST_QUICK_TELEPORT_INFO	Info			
UI	lang0.pak	DST_QUICK_TELEPORT_SAVE_POS	Save: %s			
UI	lang0.pak	DST_QUICK_TELEPORT_SAVE_TIME	Save Time: %2dYear %2dMonth %2dDay %2dMinute %2dSecond			
UI	lang0.pak	DST_QUICK_TELEPORT_TO_FAINT_POS	Teleport to where you died			
UI	lang0.pak	DST_RACE	Race			
UI	lang0.pak	DST_RACE_CHANNEL_BUFF_SIDEICON_EFFECT	Apply effect			
UI	lang0.pak	DST_RACE_CHANNEL_BUFF_SIDEICON_INCREASE_ALLSTAT	All state increased by %d%%			
UI	lang0.pak	DST_RACE_CHANNEL_BUFF_SIDEICON_INCREASE_MOVE_SPEED	Movement speed increased by %d%%			
UI	lang0.pak	DST_RACE_CHANNEL_BUFF_SIDEICON_INCREASE_VEHICLE_SPEED	Vehicle speed increased by %d%%			
UI	lang0.pak	DST_RACE_CHANNEL_BUFF_SIDEICON_TARGET	Apply to: %d ~ %d Lv(%s)			
UI	lang0.pak	DST_RACE_CHANNEL_BUFF_SIDEICON_TITLE	Race (%s)BUFF			
UI	lang0.pak	DST_RANKBATTLE_CANCELED	Rank Cancelled			
UI	lang0.pak	DST_RANKBATTLE_DIRECT_REGISTER	Sign in			
UI	lang0.pak	DST_RANKBATTLE_MATCH_READY	Get ready to battle			
UI	lang0.pak	DST_RANKBATTLE_MEMBER_FAINT	%s Fainted.			
UI	lang0.pak	DST_RANKBATTLE_MEMBER_GIVEUP	%s Fled			
UI	lang0.pak	DST_RANKBATTLE_MEMBER_OUTOFAREA	%s Out of Area			
UI	lang0.pak	DST_RANKBATTLE_MUST_SELECT_ROOMID	Choose Battle Room Challenge.			
UI	lang0.pak	DST_RANKBATTLE_NOTIFY_COUNT	Waiting for the end of the Ranked Battle.			
UI	lang0.pak	DST_RANKBATTLE_SIDEVIEW_MESSAGE_JOIN	For %s you must apply.			
UI	lang0.pak	DST_RANKBATTLE_SIDEVIEW_MESSAGE_MATCHFAIL	Player Not Found			
UI	lang0.pak	DST_RANKBATTLE_SIDEVIEW_MESSAGE_NEED_PARTYMEMBER	Party member required.			
UI	lang0.pak	DST_RANKBOARD_BOARD_DATALOADING	Loading			
UI	lang0.pak	DST_RANKBOARD_BOARD_MSGBOX_INPUTSEARCH	"[align = ""center""][font size=""12""color=""f4d762""]View Rank Board[/font][br][br][font size=""12""color=""ffffff""]Please enter a Name.[/font]"			
UI	lang0.pak	DST_RANKBOARD_BOARD_MSGBOX_NODATA	"[align = ""center""][font size=""12""color=""f4d762""]View Rank Board[/font][br][br][font size=""12""color=""ffffff""]No more data.[/font]"			
UI	lang0.pak	DST_RANKBOARD_BOARD_MSGBOX_NONESCENARIO	"[align = ""center""][font size=""12""color=""f4d762""]View Rank Board[/font][br][br][font size=""12""color=""ffffff""]Quests not Displayed.[/font]"			
UI	lang0.pak	DST_RANKBOARD_BOARD_MSGBOX_NOTMEMBER	"[align = ""center""][font size=""12""color=""f4d762""]View Rank Board[/font][br][br][font size=""10""color=""ffffff""]Party members can't display more Info.[/font]"			
UI	lang0.pak	DST_RANKBOARD_BOARD_MSGBOX_NOTPAGE	"[align = ""center""][font size=""12""color=""f4d762""]View Rank Board[/font][br][br][font size=""10""color=""ffffff""]Last Page of rank board.[/font]"			
UI	lang0.pak	DST_RANKBOARD_BOARD_MSGBOX_TOPPAGE	"[align = ""center""][font size=""12""color=""f4d762""]View Rank Board[/font][br][br][font size=""12""color=""ffffff""]First Page of rank board.[/font]"			
UI	lang0.pak	DST_RANKBOARD_BOARD_NEXT	Next			
UI	lang0.pak	DST_RANKBOARD_BOARD_PREV	Previous			
UI	lang0.pak	DST_RANKBOARD_BOARD_TITLE_PVP	Resets			
UI	lang0.pak	DST_RANKBOARD_BOARD_TITLE_TMQ	TMQ			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_CLASS	Class			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_COMPARE	Change			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_COMPARE_1	1 Day			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_COMPARE_2	2 Days			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_COMPARE_3	3 Days			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_COMPARE_4	4 Days			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_COMPARE_5	5 Days			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_COMPARE_6	6 Days			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_GUILD	Guild			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_LEVEL	Lv.			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_NAME	Name			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_POINT	Resets			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_RANK	Rank			
UI	lang0.pak	DST_RANKBOARD_RANKBATTLE_SUBJECT_STRAIGHTWIN	Reputation			
UI	lang0.pak	DST_RANKBOARD_TITLE	View Rankings			
UI	lang0.pak	DST_RANKBOARD_TMQ_OVER_TIME	Overtime			
UI	lang0.pak	DST_RANKBOARD_TMQ_SUBJECT_CLASS	Job			
UI	lang0.pak	DST_RANKBOARD_TMQ_SUBJECT_CLEARTIME	Clear Time			
UI	lang0.pak	DST_RANKBOARD_TMQ_SUBJECT_LEVEL	Lv.			
UI	lang0.pak	DST_RANKBOARD_TMQ_SUBJECT_PARTYMEMBER	Members			
UI	lang0.pak	DST_RANKBOARD_TMQ_SUBJECT_PARTYMEMBERINFO	Members Info			
UI	lang0.pak	DST_RANKBOARD_TMQ_SUBJECT_PARTYNAME	Party			
UI	lang0.pak	DST_RANKBOARD_TMQ_SUBJECT_RANK	Rank			
UI	lang0.pak	DST_RANKBOARD_TMQ_SUBJECT_SCENARIO	Scenario %d			
UI	lang0.pak	DST_RANK_BATTLE	Rank Battle			
UI	lang0.pak	DST_RB_APPLY_CHALLANGE	Do you want to apply?			
UI	lang0.pak	DST_RB_BLUE_TEAM	Blue			
UI	lang0.pak	DST_RB_BTN_APPLY	Apply			
UI	lang0.pak	DST_RB_BTN_CANCEL	Cancel			
UI	lang0.pak	DST_RB_BTN_INDIVIDUAL	Single			
UI	lang0.pak	DST_RB_BTN_PARTY	Party			
UI	lang0.pak	DST_RB_BTN_RELAY	Relay			
UI	lang0.pak	DST_RB_CAMERA_REVIEW	Return			
UI	lang0.pak	DST_RB_CAMERA_VIEW	Spectators:			
UI	lang0.pak	DST_RB_CANCEL	Cancel			
UI	lang0.pak	DST_RB_CHALLENGER_COUNT	Challengers			
UI	lang0.pak	DST_RB_COUNT_INFO	Ranked Battle Number: %d			
UI	lang0.pak	DST_RB_COUNT_INFO_NOTIFY	Battle Rank Nr. %d left to join			
UI	lang0.pak	DST_RB_ENEMY_MEMBER	Opponent			
UI	lang0.pak	DST_RB_FIELD	Stadium			
UI	lang0.pak	DST_RB_INFO_1	%s until next battle begin.			
UI	lang0.pak	DST_RB_INFO_2	Type: %s\nStadium: %s\nTime: %s 			
UI	lang0.pak	DST_RB_LEVEL	Lv.%d			
UI	lang0.pak	DST_RB_LEVEL_LIMIT	Lv.%u - Lv.%u			
UI	lang0.pak	DST_RB_NOT_ACTION	Can't be used during other actions.			
UI	lang0.pak	DST_RB_NOT_USE	Can't be used during battle.			
UI	lang0.pak	DST_RB_PAGE	%u / %u			
UI	lang0.pak	DST_RB_PERFECT_WIN	Perfect			
UI	lang0.pak	DST_RB_RED_TEAM	Red			
UI	lang0.pak	DST_RB_RELAY_INFO	<%s Team 「%s」 ,「%s」 move first.			
UI	lang0.pak	DST_RB_RELAY_INFO_ONEPLAY	<%s Team>, 「%s」 move first.			
UI	lang0.pak	DST_RB_RELAY_INFO_OUT	<%s Team 「%s」 to ringout 「%s」 enter.			
UI	lang0.pak	DST_RB_RELAY_INFO_OUT_ALONG	<%s Team 「%s」 to ringout.			
UI	lang0.pak	DST_RB_RESULT_EACH_LEVEL_REWARD	Depends On Level			
UI	lang0.pak	DST_RB_RESULT_MESSAGE	"[font size=""14""color=""000000""]The Ranked Battle is over.[br][br]Exiting Soon![/font]"			
UI	lang0.pak	DST_RB_RESULT_POINT_RESULT	Results			
UI	lang0.pak	DST_RB_RESULT_POINT_TEXT	Score			
UI	lang0.pak	DST_RB_RESULT_RECORD_INFO_1	Total: %u I, %u W, %u L			
UI	lang0.pak	DST_RB_RESULT_RECORD_INFO_2	%u Win Streak (Victory: %u Times)			
UI	lang0.pak	DST_RB_RESULT_WAIT_TEXT	Please Wait			
UI	lang0.pak	DST_RB_RESULT_WAIT_TIME	(Timeout: %dSec)			
UI	lang0.pak	DST_RB_SIDECIEWMSG	In the waiting room, you can only watch.			
UI	lang0.pak	DST_RB_SIDE_CHECK_FOR_ENTER	Check Rank (Lv.%u-Lv.%u)			
UI	lang0.pak	DST_RB_SIDE_DOING_RANKBATTLE	Rank Battle			
UI	lang0.pak	DST_RB_SIDE_DO_ENTER_RANKBATTLE	Enter Ranked Battle?			
UI	lang0.pak	DST_RB_SIDE_ENTER_FAIL	Failed			
UI	lang0.pak	DST_RB_SIDE_ENTER_MUST_HAVE_NEED_ITEM	(No items)			
UI	lang0.pak	DST_RB_SIDE_ENTER_MUST_HAVE_NEED_ZENNY	(Not enough Zeni)			
UI	lang0.pak	DST_RB_SIDE_ENTER_STATE_ERROR	(Status)			
UI	lang0.pak	DST_RB_SIDE_ENTER_SUCESS	Entered			
UI	lang0.pak	DST_RB_SIDE_ENTER_TOO_HIGHTLEVEL	(Level too High)			
UI	lang0.pak	DST_RB_SIDE_ENTER_TOO_LOW_LEVEL	(Level too Low)			
UI	lang0.pak	DST_RB_SIDE_ON_ENTER	Position			
UI	lang0.pak	DST_RB_SIDE_ON_ENTER_SECOND	%d sec after position			
UI	lang0.pak	DST_RB_SIDE_RANKBATTLE_CANCELED	Battle Cancelled			
UI	lang0.pak	DST_RB_SIDE_WAIT_FOR_ENTER	Ranked Battle (Lv.%u-Lv.%u)			
UI	lang0.pak	DST_RB_START_BATTLE	Start Battle			
UI	lang0.pak	DST_RB_START_BATTLE_READY	Buff and prepare please.			
UI	lang0.pak	DST_RB_STRAIGHT_WIN	Win Streak			
UI	lang0.pak	DST_RB_TITLE	Registration			
UI	lang0.pak	DST_RECALL	Summon			
UI	lang0.pak	DST_RECALL_START_MASCOT_MB_CONFIRM	"[align = ""center""][font size = ""12"" color=""f4d762""]Summon Pet[/font][br][br][font size = ""10"" color=""ffffff""]Summon your Pet?[/font]"			
UI	lang0.pak	DST_RECALL_STOP_MASCOT_MB_CONFIRM	"[align = ""center""][font size = ""12"" color=""f4d762""]Dismiss Pet[/font][br][br][font size = ""10"" color=""ffffff""]Dismiss your Pet?[/font]"			
UI	lang0.pak	DST_RECORD	Record			
UI	lang0.pak	DST_REFUND_POLICY	Refund Policy			
UI	lang0.pak	DST_REFUND_POLICY_URL	https://opendbo.org/donate			
UI	lang0.pak	DST_REGEN_MB_DOJO_RETRY_BTN	Retry			
